0.021345502	-0.0016870243	0.12696871	-0.061565038	-0.05965081	-0.027544638	-0.012378254	0.014139102	-0.034727886	0.05481819	-0.003935328	0.0117150005	-0.0019380824	-0.02184874	0.049624976	0.04610707
0.044352226	0.048866633	0.09744226	-0.011716729	-0.031281766	-0.0049306834	8.482849e-05	0.029813845	-0.017164882	0.08169805	0.022549266	0.08498676	0.022885066	0.02685039	0.0072255344	0.08173127
0.027215727	-0.03615738	0.10838714	-0.06336898	-0.10082606	0.005456125	-0.024668606	0.038520344	0.03511607	0.018400528	-0.019900726	0.054610882	-0.061097298	0.0057566883	-0.038296074	0.06182962
0.032264218	0.042309213	0.018797142	-0.065303564	-0.024899362	0.03780658	-0.029319083	0.026653202	-0.037527043	0.08773349	0.045823738	-0.012249191	0.015579922	0.045664035	-0.0086887125	0.054688748
-0.02777346	0.020473724	0.12399636	-0.0030458453	-0.037692655	0.0356808	-0.023227338	-0.026194971	-0.0070084943	0.057928015	0.037041653	0.06523043	0.043150607	-0.019872198	-0.03591319	0.041560005
-0.058698695	0.0715026	0.09146218	-0.06390426	-0.06643775	0.015811257	-0.0012897282	0.05651733	-0.046135545	0.047945783	0.02909494	0.039929688	0.015173243	0.019929383	0.08148863	0.039984193
0.067600384	0.0206325	0.10832534	0.020881444	-0.13260044	-0.03433956	0.015689634	0.03251212	0.0041082352	0.1590272	-0.020886531	0.083425306	0.06865745	0.09084708	-0.0078270035	0.052647
0.018441625	0.01453092	0.026722513	-0.05775402	-0.048638202	0.016916176	0.009295551	0.022008644	-0.0060946234	0.055508494	-0.0049260017	-0.038607888	0.028089251	0.05245473	0.0593932	0.022790795
0.07533472	-0.043682314	-0.014344434	-0.110668294	-0.007858869	-0.062985465	-0.038578738	-0.022720024	-0.054572802	0.0070862663	0.021389665	0.107019216	0.025350042	0.030108143	-0.027283423	0.070355676
0.09672153	-0.020816099	0.006582241	-0.03800951	-0.036836788	-0.024638174	0.0089621525	0.0410505	0.08036954	0.15535559	-0.07158742	0.060402215	-0.021879904	0.003375938	-0.02252545	0.008617567
0.052014552	-0.004690367	0.06298901	-0.029009804	-0.012876258	-0.012698574	-0.0014051201	0.07772147	-0.086489744	0.036786504	-0.050688006	0.035212297	0.016428197	-0.019581499	0.033819977	0.043595724
0.05357718	0.11332442	0.021982376	-0.13091825	-0.07046776	0.047090665	-0.019712219	0.02177368	0.01902963	0.1243629	-0.030843887	0.05777334	0.09461472	0.028597662	0.11502371	0.069338255
-0.030839028	0.050819688	0.050068617	-0.09274676	-0.0360356	0.014511906	0.012969447	0.033871807	0.027715458	-0.07175245	0.033196963	-0.031333413	-0.00986625	0.12462153	0.0069680493	0.06333746
0.05486242	0.024557697	0.01579566	0.05335925	-0.032291867	0.00671476	0.10802532	-0.062314853	0.004351234	0.008423878	0.029639395	0.012253893	0.07918082	-0.015957693	0.09983818	0.06382843
0.10303058	0.008081535	0.05211924	-0.14548965	0.044942975	0.12566523	-0.10474809	0.029241651	-0.0127241425	-0.0014454612	0.029052872	0.028497422	0.048551615	-0.005162609	-0.046465278	0.034282215
0.22390524	-0.037519976	0.056205895	-0.03707906	-0.05057078	-0.002162506	-0.0894093	0.025592564	-0.044438586	0.037057005	0.0052821916	0.0055782185	-0.0051251184	-0.056726266	0.051241603	0.08377615
0.00031932545	0.0010962321	0.0048942277	-0.010795948	-0.055215076	-0.007371524	-0.051937584	0.0065988903	-0.078699075	0.0806506	0.015569313	-0.054050863	0.030857617	-0.024929186	-0.09054704	-0.060420036
0.046170227	0.00019661922	0.039331153	0.06452462	-0.15664446	0.057305947	-0.05098542	0.040101677	-0.045964617	0.03312586	0.002095885	-0.018565405	0.035319258	0.019004213	0.06969119	0.048141573
-0.0026613988	0.036505245	0.0818566	0.10768252	0.0020413697	0.05744109	-0.08553947	0.09672389	-0.015204601	0.11161733	0.068351805	0.09614732	0.020819485	-0.0057019345	0.07324406	0.06425552
0.043919347	0.06987624	0.112569146	-0.12980635	-0.06728248	0.0641112	-0.047027618	0.039029572	-0.062343158	-0.0036155519	0.021027474	0.030507406	0.013188035	0.018191606	-0.0033959416	0.011890896
0.019021126	0.04689036	0.08584689	-0.090320855	-0.08510411	-0.02715257	-0.033186954	-0.008476897	0.016389653	-0.058618695	0.04411223	0.02300606	0.055505734	-0.051593903	0.046705417	0.02109305
-0.024976388	0.05229073	0.06623432	-0.013422869	-0.015382814	0.0053277547	-0.03743066	-0.0066379565	-0.078265205	0.07141199	0.02509201	0.05411091	0.0003472599	0.07500829	0.019095933	0.14000234
0.061868213	0.010645064	0.073093854	0.024202645	0.09774236	-0.016601615	0.026785327	0.11915552	-0.0167383	0.06862608	-0.07196662	0.13073896	-0.03822704	-0.041767575	-0.059386052	-0.09711894
0.11446686	0.06772238	0.10900505	0.024760937	0.037931815	-0.042629104	-0.07201927	-0.020453349	0.010562777	0.07985725	0.034302205	0.04908343	0.06010872	0.036037024	0.1427909	0.1470438
0.010641004	-0.08786888	0.03556061	-0.1428171	0.026171323	-0.02345769	-0.035751972	0.009936627	-0.12190118	0.044878572	-0.04485967	0.039597567	0.0635886	0.041219693	-0.039748866	-0.07530309
-0.018280962	-0.062444173	0.15985596	-0.0132275345	0.0607555	0.0026515294	-0.056258008	0.026542237	-0.09408612	0.025545534	0.06391627	0.08541197	-0.044735126	0.017275944	-0.065685965	-0.012212657
